"Title","Content","Date"
" Vợ mặc phản cảm còn có hành động kỳ thị người da màu, chồng đứng ngay phía sau lĩnh đòn ""trời giáng"", dân mạng được tràng cười hả hê"," 0 Cậy có thẻ khách hàng VIP trong tay, cặp vợ chồng khiến cả khách sạn náo loạn. Kỳ thị người chưa tiêm vaccine Covid-19 nhưng bản thân không đeo khẩu trang, người phụ nữ làm loạn máy bay và cái kết khiến hành khách vỗ tay ầm ầm Sang Nhật Bản mà đeo khẩu trang màu đen kiểu gì cũng bị ""soi"", vì sao lại có sự kỳ thị này? Giữa làn sóng kỳ thị tấn công người gốc Á, ông bố gốc Việt bị đánh vào đầu từ phía sau, con gái uất ức lên tiếng kể lại sự việc kinh hoàng Theo Daily Mail, sự việc xảy ra vào ngày 30/12/2021 mới đây tại sảnh khách sạn Rio Hilton ở thành phố Rio de Janeiro (Brazil). Một cặp đôi người da trắng không rõ từ đâu đến nhưng đặt phòng nghỉ tại khách sạn này và gây gổ với một vị khách khác. Toàn bộ chi tiết sự việc được một nhân chứng có mặt trong sảnh khách sạn ghi lại.Theo đó, vị khách da màu được phục vụ trước tại quầy lễ tân. Cặp đôi da trắng này được cho là khách VIP, có thẻ hạng kim cương và yêu cầu được phục vụ trước người đàn ông da màu nhưng không được do anh kia xếp hàng trước.Trong cơn tức giận, người vợ, mặc duy nhất bộ bikini màu mè, lao đến chửi bới vị khách kia bằng những lời lẽ tục tĩu, phân biệt chủng tộc và thậm chí cô ta còn lao lên tấn công anh này nhưng bị nhân viên khách sạn khống chế.Bị tấn công vô lý, người đàn ông da màu lập tức phản kháng bằng cách lao đến giáng một cú đấm nhưng lại trúng thẳng vào mặt của người chồng khiến anh ta ngã lăn ra sàn, nằm bất động một lúc và không thể tự đứng dậy.""Ôi trời ơi, tất cả đã được camera ghi lại. Anh ta đã làm như vậy"", người quay video vừa nói vừa giơ điện thoại ghi lại cảnh tượng náo loạn.Thấy chồng bị đánh ngất, người phụ nữ càng nổi cơn tam bành quyết lao vào cấu xé người đàn ông da màu nhưng bị nhân viên khách sạn ngăn lại. Các nhân viên khách sạn sau đó vây quanh người đàn ông nằm bất tỉnh, kiểm tra tình trạng của anh ta. ""Anh ta đi ra ngoài rồi, này anh bạn"", một người ngoài cuộc không rõ danh tính nói gần máy quay. Người vợ quay sang kiểm tra tình trạng chồng rồi lại xông tới tìm cách tấn công người đàn ông da đen trong cơn tức giận dường như đã lên đến đỉnh điểm. Lúc này, người quay video hét lên: ""Giữ lấy cô ta! Khống chế cô ta lại! Giữ cô ta lại đi chứ. Trời ơi, không thể hiểu nổi. Các nhân viên an ninh khách sạn đâu rồi?"".Trong đoạn video thứ 2 được ghi lại bởi cùng một người, một lần nữa người phụ nữ xuất hiện trong sảnh khách sạn với bộ bikini. Lần này cô ta cố gắng tát một trong những nhân viên ở đó. Cô ta hét vào mặt người đàn ông cầm máy ảnh, trước khi tức giận chỉ thẳng vào anh ta.				 				 			 				 				 			 Sau khi gây sự với người đàn ông da màu, người phụ nữ tiếp tục tát nhân viên khách sạn Video hiện đang lan truyền chóng mặt trên Twitter, thu hút hơn 900.000 lượt xem. Không rõ điều gì đã xảy ra với những người liên quan sau vụ việc, hoặc có ai bị bắt hay không.Nguồn: Daily Mail https://afamily.vn/vo-mac-phan-cam-con-co-hanh-dong-ky-thi-nguoi-da-mau-chong-dung-ngay-phia-sau-linh-don-troi-giang-dan-mang-duoc-trang-cuoi-ha-he-20220108171940269.chn Theo Pháp luật và Bạn đọc Copy link Link bài gốc Lấy link https://phapluat.suckhoedoisong.vn/vo-mac-phan-cam-con-co-hanh-dong-ky-thi-nguoi-da-mau-chong-dung-ngay-phia-sau-linh-don-troi-giang-dan-mang-duoc-trang-cuoi-ha-he-162220901103830278.htm admicroAD.unit.push(function () { admicroAD.show('admzonek1fs8he0') }); ""Chàng tí hon"" 90cm cưới vợ 1m7 xinh đẹp từng khiến người người ngưỡng mộ giờ ra sao? Ngoại hình của cậu con trai gây chú ý hơn cả ","13:25 09/01/2022"
