"Title","Content","Date"
" Hà Tĩnh: Liên tiếp bắt giữ 2 đối tượng truy nã sau 15 năm lẩn trốn"," 0 Các đối tượng truy nã đều rất khôn ngoan, xảo quyệt khi không ở cố định một chỗ, thường xuyên thay đổi danh tính để trốn tránh cơ quan chức năng. Tóm gọn đối tượng truy nã đặc biệt ẩn danh dưới mác phụ hồ Đối tượng bị truy nã đào hầm lẩn trốn trong nhà Vác dao rượt chém mẹ chồng, con dâu lộ diện tội phạm trốn truy nã gần 20 năm Ngày 9/1, Văn phòng cơ quan Cảnh sát điều tra Công an Hà Tĩnh thông tin, đơn vị phối hợp với Phòng Cảnh sát Hình sự và Phòng Kỹ thuật nghiệp vụ Công an tỉnh Hà Tĩnh vừa tiến hành bắt giữ thành công 2 đối tượng truy nã nguy hiểm là Nguyễn Quốc Tình (SN 1989, trú tại xã Gia Phố, huyện Hương Khê) và Nguyễn Trọng Dương (SN 1973, trú tại xã Cẩm Thành, huyện Cẩm Xuyên) khi đang lẩn trốn ngoại tỉnh.Đối tượng Nguyễn Quốc Tình tại thời điểm bị bắt giữTheo hồ sơ, Nguyễn Quốc Tình là đối tượng phạm tội ""Cố ý gây thương tích"" xảy ra tại xã Gia Phố, huyện Hương Khê, Hà Tĩnh vào tháng 7/2019, bị cơ quan Cảnh sát điều tra Công an huyện Hương Khê ra Quyết định truy nã số 03 ngày 25/9/2020.Được biết, đối tượng Nguyễn Quốc Tình đã bỏ trốn khỏi địa phương trong giai đoạn Toà án nhân dân huyện Hương Khê chuẩn bị xét xử vụ án. Tuy nhiên, bằng sự quyết tâm truy bắt tội phạm, thông qua công tác điều tra, xác minh, phân tích tổng hợp các thông tin tài liệu liên quan đến đối tượng Nguyễn Quốc Tình sau khi bỏ trốn.Tổ công tác thuộc Phòng Cảnh sát Hình sự, Văn phòng cơ quan Cảnh sát điều tra và Phòng Kỹ thuật nghiệp vụ Công an tỉnh đã phối hợp bắt giữ thành công đối tượng Nguyễn Quốc Tình khi đối tượng này đang lẫn trốn tại phường Tân Phước Khánh, thị xã Tân Uyên, tỉnh Bình Dương.Hiện tổ công tác đã tiến hành áp giải đối tượng Nguyễn Quốc Tình về cơ quan Cảnh sát điều tra công an tỉnh Hà Tĩnh để điều tra, xử lý theo quy định.Đối tượng Nguyễn Trọng Dương sau khi bàn giao cho cơ quan Công an tỉnh Bạc LiêuCòn đối tượng truy nã Nguyễn Trọng Dương là đối tượng phạm tội ""Làm giả con dấu tài liệu của cơ quan, tổ chức"" bị cơ quan Cảnh sát điều tra Công an tỉnh Bạc liêu ra quyết định truy nã số 13 ngày 18/7/2006.Qua công tác điều tra xác minh, lực lượng Công an tỉnh Hà Tĩnh xác định sau khi bỏ trốn, đối tượng Nguyễn Trọng Dương đã che dấu thân phận, làm công nhân tại các tỉnh Đồng Nai, Bình Dương, Bình Phước, Gia Lai…và thường xuyên thay đổi nơi cư trú để đối phó với cơ quan điều tra.Tuy nhiên, bằng việc sử dụng đồng bộ các biện pháp nghiệp vụ Văn phòng cơ quan Cảnh sát điều tra Công an Hà Tĩnh phối hợp với Phòng Cảnh sát Hình sự và Phòng Kỹ thuật nghiệp vụ Công an tỉnh đã tiến hành bắt giữ thành công đối tượng Nguyễn Trọng Dương tại phường Bình Trị Đông B, quận Bình Tân, TP Hồ Chí Minh khi Dương đang chuẩn bị lẫn trốn qua tỉnh Đồng Nai sau gần 15 năm phạm tội.Sau khi bắt giữ được đối tượng, tổ công tác của Công an Hà Tĩnh đã tiến hành bàn giao Nguyễn Trọng Dương cho cơ quan Cảnh sát điều tra công an tỉnh Bạc Liêu điều tra, xử lý theo đúng thẩm quyền quy định. Theo Pháp luật &amp; Bạn đọc Copy link Link bài gốc Lấy link admicroAD.unit.push(function () { admicroAD.show('admzonek1fs8he0') }); TP.HCM: Sập giàn giáo công trình nhà hàng, 2 người chết, 2 người bị thương ","12:18 09/01/2022"
