"Title","Content","Date"
" Danh tính các bé ở Tịnh Thất Bồng Lai bị ""share"" như bão, nhà báo Thu Hà đau đớn: Dù cha già có tội, thì các bé cũng đâu có tội gì?"," 0 Những ngày qua, tràn lan trên mạng xã hội là những ""cây gia phả"", những bản giám định ADN ... liên quan đến Lê Tùng Vân - người đứng đầu ""Tịnh thất Bồng Lai"". Điều này liệu có vô tình làm tổn thương những đứa trẻ vô tội sinh sống nơi đây? Hành vi của ông Lê Tùng Vân - Tịnh thất Bồng Lai được tính toán tinh vi như thế nào? Lãnh đạo Công an tỉnh Long An nói về việc xử lý ""Tịnh thất Bồng Lai"" Thời gian vừa qua, hàng loạt thông tin liên quan vụ việc Tịnh thất Bồng Lai bị khởi tố đã khiến cộng đồng một lần nữa không khỏi phẫn nộ cũng như xôn xao bàn tán về những tình tiết xoay quanh câu chuyện.Cụ thể, vào ngày 5/1, Công an tỉnh Long An đã khởi tố vụ án, khởi tố bị can với ông Lê Tùng Vân về các tội gồm: Lừa đảo chiếm đoạt tài sản; lợi dụng quyền tự do dân chủ xâm phạm lợi ích của Nhà nước, tổ chức, cá nhân và loạn luân.Tuy nhiên, thứ được chia sẻ nhiều nhất trong những ngày qua, bên cạnh những hành vi đáng xấu hổ của ông Lê Tùng Vân là cả hình ảnh của những đứa bé sống tại đây, là hàng loạt thông tin cá nhân về tên tuổi, mối quan hệ, thông tin giám định ADN...và cả những ""cây gia phả"" do CĐM tự vẽ lên.				 				 			 				 				 			 				 				 			 Những ngày qua, CĐM không ngừng chia sẻ những thông tin liên quan đến gia đình ông Lê Tùng VânLiệu những việc làm này có thực sự đúng đắn? Liệu cộng đồng chỉ đang phản ánh, đang phê bình cái xấu hay chỉ vì sự tò mò của mình mà vô tình làm tổn thương, khiến tương lai của những đứa trẻ vô tội ấy đi vào bế tắc?Mới đây, chị Trần Thu Hà - một nhà báo được biết đến nhiều đầu sách về trẻ em nổi tiếng đã chia sẻ quan điểm trên trang cá nhân của mình về vấn đề này. Theo nhà báo Thu Hà, những cháu bé ở Tịnh thất Bồng Lai đang bị khai thác một cách quá mức thông tin cá nhân và chạm vào nỗi đau của người thân phạm nhân.Chị chia sẻ:""Cả nhà ơi, trong vụ án Tịnh thất Bồng Lai, nhìn hình ảnh và tên tuổi, thông tin giám định DNA, cây phả hệ... của các cháu bé lan khắp chốn, thấy buồn lắm. Cho dù cha già có tội, thì các bé cũng đâu có tội gì?'Ai làm người đó chịu' chứ, còn hình ảnh và tên tuổi đã lưu vào google thì bao giờ xóa được? Mình đã viết bài về cách xử lý tin tức 1 vụ án ở nước Áo, người cha loạn luân Fritzl 73 tuổi nhốt con gái dưới hầm 24 năm để lạm dụng tình dục. Vụ án này chấn động cả thế giới, các báo Việt Nam đợt đó cũng dịch hàng ngàn bài. Phóng viên tập trung dày đặc quanh nhà, với đầy đủ máy quay phim, chụp hình, truyền hình trực tiếp, nhưng chúng ta không hề nhìn thấy một bức hình nào của nạn nhân và 6 đứa con của cô ấy. Các bé đã được lập tức thay tên đổi họ, lập tức bí mật chuyển đi nơi khác để lớn lên không bị kỳ thị. Nước Áo cũng có những lời trách móc, nhưng là tự trách móc chính mình: 'Cả đất nước này phải tự chất vấn lại mình xem điều gì đã dẫn đến sai lầm đến như vậy?'. Những vụ tương tự, ở những nước hiện đại, báo chí cũng chỉ đưa tin về người phạm tội, tuyệt đối không đả động gì tới người nhà, còn nếu có trích lời người thân hay bạn bè thì giấu tên. Chính quyền chủ động tạo điều kiện để họ tạm lánh hoặc chuyển đi nơi khác. Thậm chí còn được đổi tên họ và giấy tờ tùy thân nếu yêu cầu. Các quỹ phúc lợi của nhà nước sẽ trợ cấp chỗ ở, người bảo trợ, đảm bảo có thể bắt đầu cuộc sống lại từ đầu một cách không quá bi kịch. Thậm chí, họ còn có những 'lối thoát an toàn', ví dụ như home schooling - học tại nhà. Ở mình, quyền riêng tư chưa được tôn trọng, những nút share vô tư, hồn nhiên cũng có thể làm ta trở thành nhẫn tâm. Mình biết nhiều vụ án, sau khi người có tội lĩnh án, thì những người thân vô tội của họ bị bỏ lại giữa thị phi. Nhiều người phải chạy trốn khỏi làng, đi biệt xứ. Thú thực thì, ai mà không tò mò? Bản năng làm ta muốn biết tại sao có những cuộc đời chịu nhiều bất hạnh, ta cũng nóng lòng muốn biết cụ thể họ làm gì và như thế nào. Nhưng hãy nhẹ tay, 'tránh động vào cây mùa lá rụng'... Share chậm lại, like chậm lại! Bởi vì với những tâm hồn đang bầm dập, im lặng là một món quà còn cần thiết hơn cả oxy để thở nữa.""Có thể thấy, sự hiếu kỳ cũng như phẫn nộ của cộng đồng trước những câu chuyện gây rúng động như vụ việc xảy ra tại Tịnh thất Bồng Lai là một điều dễ thấy. Đặc biệt trong thời đại mạng xã hội, phương tiện truyền thông phát triển mạnh mẽ như hiện nay. Tuy nhiên, trước khi nhấn một nút like, chia sẻ một bài viết hay một hình ảnh, gửi một bình luận, hãy chậm lại để suy nghĩ xem, liệu mình có vô tình làm tổn thương một ai đó vô tội. Theo Doanh nghiệp và Tiếp thị Copy link Link bài gốc Lấy link admicroAD.unit.push(function () { admicroAD.show('admzonek1fs8he0') }); Thực hư thông tin ""đã tìm thấy Diễm My ở mật thất của Tịnh thất Bồng Lai"" ","12:05 07/01/2022"
