"Title","Content","Date"
"Nga hé lộ danh sách vũ khí tiên tiến được xuất khẩu","Theo hãng tin RT, tiêm kích “Chiếu tướng”, biến thể hiện đại của súng trường tấn công AK đều góp mặt trong danh sách trên.Nga tuyên bố thử thành công tên lửa siêu thanhXem ba thế hệ xe tăng Nga cùng khoe sức mạnhLộ diện dòng máy bay tác chiến trên biển lợi hại của Nga  Danh sách được Tổng giám đốc Công ty cổ phần Rosoboronexport của Nga, ông Alexander Mikheev công bố hôm 30/12 cho thấy, năm loại vũ khí sau đây sẽ được họ tập trung quảng bá nhắm tới các khách hàng quốc tế tiềm năng.Tiêm kích Su-75 “Chiếu tướng”Hãng tin RT cho biết, tiêm kích thế hệ thứ năm một động cơ Su-75 “Chiếu tướng” của Tập đoàn sản xuất máy bay quân sự Sukhoi đứng đầu trong danh sách được công bố hôm 30/12.Su-75 “Chiếu tướng”. Ảnh: SputnikCác nguồn tin quân sự Nga cho biết, tiêm kích “Chiếu tướng” được chế tạo theo chương trình LTS, tức “Máy bay chiến thuật hạng nhẹ”. Máy bay này có một động cơ, thiết kế nhỏ hơn và có giá rẻ hơn so với tiêm kích Su-57 thế hệ thứ năm. Nó có tầm hoạt động hơn 3.000km và mang theo 7,4 tấn vũ khí các loại. Ngoài ra, loại tiêm kích này đang được các chuyên gia quân sự Nga lên kế hoạch chuyển đổi sang phiên bản không người lái.Dự kiến, tiêm kích Su-75 “Chiếu tướng” sẽ thực hiện các chuyến bay thử nghiệm vào năm 2023, và lô đầu tiên sẽ được sản xuất vào năm 2026.browser not support iframe.Video: Tổng thống Nga Vladimir Putin chiêm ngưỡng “Chiếu tướng”. Nguồn: RuptlyMáy bay không người lái trinh sát-tấn công Orion-ETheo Công ty Rosoboronexport, máy bay không người lái (UAV) Orion-E ngay trong lần đầu ra mắt công chúng hồi tháng 7/2021 đã ‘khơi dậy’ sự hứng thú từ nhiều khách hàng tiềm năng đến từ nước ngoài. Loại UAV này ngoài khả năng trinh sát giống với các biến thể trước đây, còn được tích hợp tính năng tấn công các mục tiêu đối phương trên mặt đất với các loại bom hoặc tên lửa dẫn đường.UAV Orion-E. Ảnh: SputnikTrong một video được Bộ Quốc phòng Nga công bố gần đây, Orion-E cũng có khả năng tiêu diệt các mục tiêu trên không như máy bay do thám kích cỡ nhỏ.browser not support iframe.Video: Bộ Quốc phòng NgaPháo phản lực đa nòng TOS-2Một loại vũ khí khác góp mặt trong danh sách này là pháo phản lực đa nòng TOS-2 “Tosochka”, sử dụng các tên lửa không dẫn đường (rocket) cỡ 220mm với đầu đạn nhiệt áp. Đây là phiên bản kế nhiệm của TOS-1 “Buratino”. Pháo phản lực đa nòng TOS-2. Ảnh: RosTec/ Bộ Quốc phòng NgaTheo hãng tin RT, khác với người tiền nhiệm “Buratino”, TOS-2 được lắp trên xe tải quân dụng bánh lốp để cơ động hơn khi tác chiến.Súng trường tấn công AK-19AK-19 là biến thể mới của dòng súng Kalashnikov huyền thoại. Nó được thiết kế dựa trên cơ sở súng trường tấn công AK-12, nhưng dùng cỡ đạn 5,56 x 45mm NATO. Súng có tính ổn định cao và hiệu quả trong điều kiện khí hậu nóng ẩm hoặc nhiều bụi.AK-19. Ảnh: Ak.KalashnikovgroupThông số được tập đoàn Kalasnikov Concern công bố cho thấy, chiều dài khi gập báng và lúc tác chiến của AK-19 lần lượt là 875 - 935mm, chiều dài nòng 415mm, trọng lượng 3,35kg, sử dụng băng đạn 30 viên.Theo Công ty Rosoboronexport, AK-19 vài ngày trước đã có được hợp đồng xuất khẩu đầu tiên.browser not support iframe.Video: Kalasnikov GroupHệ thống phòng không S-350ETheo hãng tin RT, các hệ thống phòng không luôn là vũ khí xuất khẩu hàng đầu của Nga, do vậy S-350E cũng không nằm ngoài danh sách trên. Loại vũ khí này đã được ra mắt công chúng lần đầu trong Triển lãm hàng không Dubai hồi tháng 11/2021.Hệ thống phòng không S-350E. Ảnh: Sputnik&gt;&gt;&gt; Đọc tin quân sự thế giới trên VietNamNetTuấn TrầnXem đặc nhiệm Nga thử súng AK giữa trời rét căm cămTheo giới chức quân sự Nga, cuộc thử nghiệm này nhằm mục đích kiểm tra tính năng của vũ khí trong điều kiện thời tiết khắc nghiệt.Chiêm ngưỡng mẫu súng AK-203 sắp được Ấn Độ sản xuất nội địaBộ Quốc phòng Ấn Độ hôm 23/11 vừa phê chuẩn thỏa thuận sản xuất nội địa súng AK-203 của Nga tại bang Uttar Pradesh.","04/01/2022    06:14 GMT+7 "
