"Title","Content","Date"
" ""Chàng tí hon"" 90cm cưới vợ 1m7 xinh đẹp từng khiến người người ngưỡng mộ giờ ra sao? Ngoại hình của cậu con trai gây chú ý hơn cả"," 0 Với thân hình của một cậu bé 3 tuổi, Lý Sang Lợi đã vượt lên số phận và có một cuộc đời còn rực rỡ hơn cả người thường. Cặp đôi ồn ào nhất xứ Trung, chàng 24 - nàng 12 tuổi từng bị mắng chửi ấu dâm giờ có cái kết thế nào sau 8 năm bất chấp công khai? Chàng tí hon từng vấp phải nhiều dị nghị vì ""bắc thang hỏi vợ"", cuộc sống hiện tại và chiều cao của con gái 2 tuổi đặc biệt gây chú ý Cặp “chồng cú vợ tiên” từng gây bão MXH đã sinh con đầu lòng, cả hai cùng hé lộ hình ảnh đầu tiên của con khiến dân tình xôn xao Anh Lý Sang Lợi (sinh năm 1986) đến từ thành phố Triều Châu, tỉnh Quảng Đông là một doanh nhân, diễn giả, tác giả nổi tiếng Trung Quốc với thân hình và cuộc đời đặc biệt của mình. Khi sinh ra, anh Lý cũng như mọi đứa trẻ bình thường khác. Thế nhưng đến năm 3 tuổi, thời gian như dừng lại, anh không hề phát triển thêm chút nào nữa. Theo bác sĩ chẩn đoán, anh đã xui xẻo mắc chứng bệnh thấp lùn. Từ đó, người đàn ông vĩnh viễn mang chiều cao 90cm của đứa trẻ 3 tuổi.				 				 			 				 				 			 Chàng trai tí hon mang chiều cao 90cm kể từ ngày 3 tuổi đến suốt đờiĐau lòng trước hoàn cảnh của con trai, bố mẹ Lý Sang Lợi đã chạy vạy khắp nơi để đưa con đi khắp các bệnh viện lớn nhỏ chữa bệnh. Thế nhưng tất cả đều vô dụng. Vài năm sau khi nhận ""bản án"" mắc bệnh thấp lùn, anh Lý còn tiếp tục bị chẩn đoán bị giòn xương. Không chỉ đơn thuần là mang hình hài của một cậu bé không thể lớn, anh còn gặp khó khăn trong việc đi lại, sinh hoạt hằng ngày và phải gắn bó với chiếc xe lăn. Đối với anh, việc bị gãy xương và đau đớn là như ""cơm bữa"". Bệnh tật giày vò Lý Sang Lợi suốt quãng đời trưởng thành. Anh bị người xung quanh kỳ thị, bạn bè ở trường chế giễu tẩy chay và chìm đắm trong sự trầm cảm, khép kín. Sau khi học hết cấp 2, Lý Sang Lợi quyết định dừng việc học và làm việc. Ban đầu, bố mẹ anh đều không thể tin tưởng kế hoạch của con trai. Thế nhưng thấy anh vô cùng quyết tâm và hiểu tính của con trai, gia đình đã giúp đỡ anh hết mình trong lần kinh doanh đầu tiên là mở quán cafe Internet. Sau quãng đời tăm tối, Lý Sang Lợi lựa chọn vượt qua nghịch cảnh để sống một cuộc đời đáng kinh ngạcLần khởi nghiệp của Lý Sang Lợi không thành công vì còn quá thiếu kinh nghiệm. Nhưng chàng trai tí hon vẫn tiếp tục kiên trì. Năm 2006, anh là một trong những người đầu tiên ở Trung Quốc tiếp cận với hình thức thương mại điện tử. Với vị trí là một trong những người tiên phong, công ty của anh phát triển rực rỡ. Chỉ sau vài năm, Lý Sang Lợi đã trở thành một doanh nhân thành đạt và có tiếng ở tỉnh Quảng Đông. Anh được cho là sở hữu khối tài sản lên tới 300 triệu NDT (hơn 1 ngàn tỷ VNĐ). 				 				 			 				 				 			 				 				 			 				 				 			 Vì trí tuệ và nghị lực hơn người, Lý Sang Lợi đã trở thành một doanh nhân giàu có Với thân hình và hoàn cảnh đặc biệt, Lý Sang Lợi càng khiến người ta ngưỡng mộ và khâm phục hơn. Vượt qua nghịch cảnh, anh đã truyền cảm hứng sống tới rất nhiều người, đặc biệt là cộng đồng khuyết tật như mình. Cách đây 10 năm, Lý Sang Lợi gây chú ý truyền thông khi làm đám cưới với một cô gái vô cùng xinh đẹp và cao 1m7, tạo ra một cặp đôi đũa lệch đặc biệt. Vợ của anh cũng họ Lý và vốn là thư ký trong công ty của một người bạn. Chuyện tình chàng 90cm - nàng 1m7 khiến dân tình tò mò và thích thúĐiều khiến dư luận hâm mộ cặp đôi là người vợ đã quen biết và ở bên cạnh Lý Sang Lợi từ khi anh vẫn chưa thành công và giàu có chứ không phải ham giàu sang phú quý. Cô Lý cho biết mình cảm phục và kính nể tài năng, sự thông minh của chồng. Dù thân thể tàn tật nhưng trí tuệ và tâm hồn anh khỏe mạnh, khiến người ta ngưỡng mộ. Sau khi chính thức hẹn hò, cô về làm thư ký cho anh và cũng đóng góp phần không nhỏ trong hành trình thành công của ""doanh nhân tí hon"". Sau khi có đám cưới cổ tích, Lý Sang Lợi cũng thành thật chia sẻ rằng anh và gia đình có nỗi lo lớn nhất là thế hệ sau sẽ bị di truyền căn bệnh quái ác giống anh. Thế nhưng may mắn thay, cậu con trai của cặp đôi đến nay vẫn rất khỏe mạnh và kháu khỉnh, dễ thương. Ở thời điểm hiện tại, mái ấm 3 người của Lý Sang Lợi cùng người vợ xinh đẹp vẫn rất hạnh phúc và khiến mọi người xung quanh ghen tỵ. Cặp vợ chồng có 1 con trai kháu khỉnh và không mắc bệnh giống bố như ban đầu gia đình lo lắngTrong những năm qua, Lý Sang Lợi vẫn liên tục nhận được lời khen khi tích cực tham gia vào các dự án từ thiện, vì xã hội. Anh đã xây dựng được hơn 100 trường tiểu học Hy vọng cho trẻ em nghèo, có hoàn cảnh khó khăn khắp Trung Quốc và vẫn đang tiếp tục hành trình thiện nguyện của mình. Dù có một câu chuyện rất gây chú ý và cuộc đời kỳ tích, Lý Sang Lợi chọn sống kín tiếng, khiêm tốn và chỉ xuất hiện trên truyền thông khi tuyên truyền những dự án từ thiện của mình.				 				 			 				 				 			 ""Chàng tí hon"" là một tấm gương sáng về nghị lực sống Nguồn: Sohu Theo Doanh nghiệp và Tiếp thị Copy link Link bài gốc Lấy link admicroAD.unit.push(function () { admicroAD.show('admzonek1fs8he0') }); Con trai nhắn tin bảo đừng mở tủ quần áo, ông bố tò mò làm ngược lại thì rụng rời tay chân khi thấy cảnh bên trong ","07:50 09/01/2022"
