"Title","Content","Date"
" Thanh niên cướp tiền ngân hàng ở Hải Phòng đã lên Hà Nội mua xe phân khối lớn trị giá hơn 700 triệu đồng trước khi sa lưới"," 0 Trước khi bị công an bắt giữ, đối tượng gây ra vụ cướp ở ngân hàng gây rúng động dư luận trên địa bàn TP Hải Phòng được cho là đã lên Hà Nội mua một chiếc xe phân khối lớn trị giá hơn 700 triệu đồng. Vụ dùng vật giống súng uy hiếp nhân viên ngân hàng: Tên cướp tẩu thoát cùng 3 tỷ đồng Clip: Toàn cảnh tên cướp ngân hàng táo tợn rút súng đe dọa nhân viên, cướp đi 3 tỷ đồng tiền mặt Hải Phòng: Bịt mặt, nổ súng, uy hiếp nhân viên cướp tiền ngân hàng Vài ngày gần đây, vụ việc một đối tượng bịt mặt mang theo súng vào Phòng giao dịch ngân hàng Vietcombank ở Hải Phòng cướp đi số tiền 3 tỷ đồng đã gây xôn xao. Tuy nhiên, đến ngày 9/1, lượng lượng Cục Cảnh sát hình sự phối hợp với Công an các đơn vị, địa phương liên quan đã truy bắt đối tượng sau khi hắn gây ra vụ cướp ở ngân hàng gây rúng động dư luận. Theo đó, khoảng 11h30 ngày 9/1, tại khu vực phường Bắc Sơn, thị xã Phổ Yên, tỉnh Thái Nguyễn các trinh sát của Phòng Trọng án, Cục Cảnh sát hình sự phối hợp với lực lượng thuộc Công an TP Hải Phòng, Công an tỉnh Vĩnh Phúc và Công an tỉnh Thái Nguyên đã bắt giữ đối tượng Nguyễn Văn Nam (SN 1998), trú tại huyện Cát Hải, TP Hải Phòng.				 				 			 				 				 			 Nguyễn Văn Nam và phương tiện thời điểm bị bắt giữĐáng nói, sau khi thông tin về đối tượng cướp ngân hàng ở Hải Phòng được chia sẻ, trên MXH lập tức lan truyền đoạn clip ghi lại hình ảnh một thanh niên từ Hải Phòng lên Hà Nội mua xe phân khối lớn vào ngày 8/1. Chẳng có gì đang nói nếu như chiếc xe phân khối lớn và trang phục, vóc dáng của thanh niên này giống hệt với tên cướp ngân hàng thời điểm bị bắt giữ.Theo như đoạn clip được chủ showroom xe chia sẻ, thanh niên mặc chiếc áo khoác lông màu xám da báo tới cửa hàng và chọn chiếc xe phân khối lớn màu xanh đen. Được biết, giá của chiếc xe này khoảng hơn 700 triệu đồng. Thanh niên cướp tiền ngân hàng ở Hải Phòng đã lên Hà Nội mua xe phân khối lớn trị giá hơn 700 triệu đồng trước khi sa lưới Trong đoạn clip, chủ cửa hàng nhiệt tình chia sẻ, ""Hôm nay có một anh khách người Hải Phòng cất công lên tận showroom mình để rước em... ZX10R 2021 về tận nhà anh em ạ. Và đây là chiếc ZX10R 2021 đầu tiên tại khu vực miền Bắc luôn. Đúng là anh em Hải Phòng 15 hoa phượng đỏ mãi đỉnh. Đầu tiên là anh định xúc con H2 cơ nhưng là do chưa đi con 1000Cc bao giờ nên anh cũng hơi ngại. Và thế là anh chốt luôn con ZX10R 2021 đi cho quen, khi nào quen thì mua luôn H2. Sau khi bên mình dặn dò xong, thì anh khách quyết định đi xe từ Hà Nội về Hải Phòng luôn"". 				 				 			 				 				 			 				 				 			 				 				 			 Thanh niên nhận chiếc xe phân khối lớn ngày 8/1 trước khi sa lưới Sau khi đoạn clip trên được đăng tải, một số cư dân mạng đã nhanh chóng vào để lại bình luận hoài nghi, ""Có khi nào vừa cướp 3 tỷ của ngân hàng để mua không"". Lúc này chủ cửa hàng cũng thật thà trả lời, ""Tôi cũng vừa đọc vụ ý"" và cũng bật mí thêm, ""Anh này chạy Grab nên không đi H2 được"".				 				 			 				 				 			 				 				 			 Nhiều người nhanh chóng hoài nghi phải chăng đây là thanh niên cướp ngân hàng trước đóNgay sau khi thông tin đối tượng cướp ngân hàng đã bị bắt giữ, nhiều người cũng nhanh chóng vào để lại thông báo cho chủ cửa hàng nắm được thông tin khiến chính người này cũng bị bất ngờ, liên tục hỏi lại ""ai bị bắt cơ bác"" để xác thực thông tin.Hiện tại đoạn clip tên cướp ngân hàng đem tiền đi mua xe phân khối lớn vẫn đang tiếp tục được chia sẻ và khiến nhiều người bàn tán. Trước đó, khoảng 15h20’ ngày 7/1, tại Phòng giao dịch ngân hàng Vietcombank trên đường Đình Vũ, phường Đông Hải 2, quận Hải An, TP Hải Phòng đã xảy ra vụ đối tượng dùng vật nghi là súng uy hiếp, khống chế giao dịch viên và cướp số tiền khoảng 3 tỷ đồng. Sau đó, đối tượng này ra ngoài cửa cướp 1 xe máy của nhân viên bảo vệ rồi bỏ trốn.Ngay sau khi nhận được tin báo, Giám đốc Công an TP Hải Phòng chỉ đạo các lực lượng truy bắt; đồng thời đề nghị Cục Cảnh sát hình sự và Công an an các tỉnh phối hợp truy bắt đối tượng. Sau khi cướp được tiền, Nam cướp luôn xe máy của nhân viên bảo vệ bỏ trốnNhận được thông tin, lãnh đạo Cục Cảnh sát hình sự đã chỉ đạo các trinh sát dày dặn kinh nghiệm của Phòng Trọng án phối hợp với Công an các địa phương triển khai phương án, kế hoạch truy bắt đối tượng.Bằng các biện pháp nghiệp vụ, các tổ công tác đã phát hiện đối tượng Nam lẩn trốn tại khu vực phường Bắc Sơn. Thời điểm bắt giữ đối tượng Nam, tổ công tác đã thu được khẩu súng bắn đạn chì sử dụng gây án, số tiền và xe mô tô đối tượng cướp được ở ngân hàng. Theo Doanh nghiệp và Tiếp thị Copy link Link bài gốc Lấy link admicroAD.unit.push(function () { admicroAD.show('admzonek1fs8he0') }); NÓNG: Đã bắt được đối tượng dùng súng cướp 3 tỷ đồng trong ngân hàng ở Hải Phòng ","13:46 09/01/2022"
