"Title","Content","Date"
" Cụ bà 74 tuổi bị tàu hỏa tông tử vong khi ngồi cạnh đường sắt"," 0 Một người phụ nữ lớn tuổi ngụ tại thị trấn Phú Lộc (huyện Phú Lộc, tỉnh TT-Huế) đã bị tàu hỏa tông tử vong khi giữa khuya ra ngồi cạnh đường ray. 3 ngày nghỉ lễ Tết Dương lịch 2022: Tai nạn giao thông làm 73 người thương vong Xôn xao đoạn tin nhắn hé lộ sự bình tĩnh khó tin của Thái sau khi bé V.A tử vong: Thản nhiên nói dối con gặp tai nạn, không quan tâm dư luận Khởi tố tài xế có sổ tâm thần gây tai nạn liên hoàn ở Bình Định Chiều 4/1, thông tin từ Công an huyện Phú Lộc (tỉnh TT-Huế) cho biết, trên địa bàn vừa xảy ra một vụ tai nạn giao thông đường sắt khiến một người tử vong. Nguyên nhân vụ tai nạn hiện được lực lượng chức năng xác minh, làm rõ.Trước đó, vào rạng sáng 4/1, đoàn tàu hỏa số hiệu SE8 chạy hướng TP.HCM đi Hà Nội trên tuyến đường sắt Bắc - Nam, khi đến vị trí Km 707+980 qua thôn Hoà Vang (xã Lộc Bổn, huyện Phú Lộc) đã xảy ra va chạm với một người lớn tuổi.Bà T. ngồi một mình cạnh đường ray trước thời điểm gặp nạn (Ảnh cắt từ clip)Nạn nhân là bà M.T.T (SN 1948, trú thị trấn Phú Lộc, huyện Phú Lộc). Cú va chạm đã làm bà T. tử vong.Trích xuất hình ảnh camera từ khu vực gần hiện trường cho thấy, thời điểm xảy ra vụ tai nạn, bà T. ngồi cạnh đường ray. Khoảng thời gian này, ngoại trừ bà T, trên đường ngang giao với đường sắt không có người và phương tiện nào qua lại. Sau đó, tàu hỏa chạy qua dẫn đến tai nạn thương tâm. Theo Tiền Phong Copy link Link bài gốc Lấy link https://tienphong.vn/cu-ba-74-tuoi-bi-tau-hoa-tong-tu-vong-khi-ngoi-canh-duong-sat-post1406886.tpo admicroAD.unit.push(function () { admicroAD.show('admzonek1fs8he0') }); TP.HCM cho phép vũ trường, quán bar, karaoke, câu lạc bộ khiêu vũ, massage hoạt động trở lại ","20:10 04/01/2022"
