"Title","Content","Date"
" Hải Tú và ""năm tuổi"" sóng gió khủng khiếp: Tháng 1 dính scandal to nhất sự nghiệp, tháng 12 vẫn không yên thân dù tính comeback hoành tráng"," 0 Người ngoài nhìn còn thấy chóng mặt chứ đừng nói nhân vật chính - tức Hải Tú. Phỏng vấn nhanh người “tóm” được khoảnh khắc nghi là Hải Tú khoác tay Sơn Tùng: “Mình là Sky, mình khẳng định là…” Không trực tiếp lên tiếng vụ drama ""trà xanh"" nhưng Hải Tú có chia sẻ ẩn ý về ""thế lực chống lưng"": Giờ đây, tôi càng không sợ hãi! Lan truyền bức ảnh chụp lén nghi là Hải Tú khoác tay Sơn Tùng trên phố ""Thời gian trôi nhanh như gió thổi ngoài đồng"" đích thị là câu mô tả ngắn gọn và chuẩn xác nhất về năm 2021. Netizen vừa mới điểm danh dàn gái xinh 1997 sẽ bước vào ""năm tuổi"" mà nhoằng một cái, chưa kịp làm gì đã hết năm. Năm vừa qua, gương mặt ""năm tuổi"" phải đối diện với nhiều ""sóng gió"" nhất không ai khác ngoài Hải Tú (tên đầy đủ là Lê Quang Hải Tú, SN 1997) - nữ diễn viên độc quyền nhà Sơn Tùng M-TP. Dù đã ở ẩn đến hơn 9 tháng 10 ngày, tức là chỉ xuất hiện trước truyền thông và trên MXH khoảng 3 tháng nhưng Hải Tú cũng kịp bị réo tên trong rất nhiều ồn ào lớn nhỏ của cõi mạng năm 2021. Hải TúTháng 1 - Drama bánh kem ""trà xanh"" bùng nổ dữ dộiKhông nói thì ai cũng biết nguồn cơn cho những thị phi năm 2021 của Hải Tú chính là drama bánh kem ""trà xanh"". Hẳn nhiều người vẫn còn nhớ cái đêm 21/1 định mệnh, khi đó hội bạn Thiều Bảo Trâm đã khuấy đảo Internet vì chiếc story đăng ảnh bánh kem ""Be happy sister"" và ám chỉ ai đó là ""trà xanh"". Chiếc bánh kem ồn àoKhông hiểu nguồn cơn từ đâu, netizen gọi tên Hải Tú rồi ngay lập tức tràn vào trang cá nhân của Hải Tú để ném đá kịch liệt (và đến tận giờ vẫn đang tiếp tục). Cùng khoảng thời gian này, trên mạng lan truyền thư tình 5 trang được cho là Hải Tú gửi Sơn Tùng như đổ thêm dầu vào lửa. Tuy nhiên bất kể thế nào cũng cần phải nhắc lại rằng từ đầu đến cuối vụ việc, tên của Hải Tú chưa một lần được các nhân vật nhắc đến một cách đường hoàng hay xác nhận rõ ràng. Thay vào đó là những tin đồn, nghi vấn, nguồn tin hành lang,... nhé!Tháng 2 - Bộ ảnh Hải Tú dùng sách che vùng nhạy cảm thay nội y bị chỉ tríchSóng gió ập đến với Hải Tú không chỉ ngày một ngày hai. Sau khi bị réo tên trong drama ""trà xanh"", một bộ ảnh của cô nàng từ hồi còn là mẫu ảnh đã gây tranh cãi dữ dội. Cụ thể, ""gà cưng"" nhà Sơn Tùng được cho là đã dùng 1 ấn phẩm đến từ Nhã Nam (đơn vị phát hành sách nổi tiếng) để che vùng nhạy cảm thay cho nội y.Hình ảnh gây tranh cãi của Hải TúVới những hình ảnh này, một bộ phận dân mạng quá khích đã tìm đến hệ thống social của Nhã Nam để phản đối, thậm chí còn comment bày tỏ sự phẫn nộ trên Facebook tác giả cuốn sách. Những người này cho rằng đây là hành động phản cảm, thiếu tôn trọng ấn phẩm sách đọc. Ngược lại, một số dân mạng cũng cho rằng hành động phản đối hay spam Nhã Nam, tác giả là không đúng bởi lẽ khi ai đó đã mua sách thì sử dụng thế nào là quyền của họ.Tháng 4 - Lại bị réo tên khi Sơn Tùng ra bài mới nói về crushCuối tháng 4, Sơn Tùng ra bài mới - Muộn Rồi Mà Sao Còn. Nói về bài hát của mình, Sơn Tùng cho biết nội dung kể lại những cảm xúc của chàng trai đang crush một cô gái. Chỉ như vậy thôi nhưng (lại) không hiểu tại sao, làn sóng ""tấn công"" Hải Tú trên Instagram lại bất ngờ bị thổi bùng lên. Sơn Tùng ra bài mới và Hải Tú bị gọi tênKhoan, dừng khoảng chừng là... hơn 9 tháng 10 ngày. Đây là quãng thời gian ""gà cưng"" nhà Sơn Tùng ""ở ẩn"", thị phi chỉ loanh quanh chuyện bắt gặp ai đó giống Hải Tú hoặc những giả thuyết đặt ra cho vụ ""mất tích"" này.Tháng 11 - Hải Tú comeback, nối tiếp chuỗi ồn àoĐầu tháng 11, netizen được phen nháo nhào khi thấy Hải Tú đột ngột xuất hiện trong tiệc sinh nhật công ty sau thời gian dài ở ẩn. Và thế là từ trang phục, biểu cảm gương mặt đến mái tóc của nữ diễn viên độc quyền đều lọt vào tầm soi của các ""thám tử"" mạng, bắt đầu chuỗi ồn ào tiếp theo.- Ngày hội xin lỗiNgày 15/11, chưa đầy 1 tuần sau khi Hải Tú comeback, hội bạn Thiều Bảo Trâm từng góp mặt trong drama bánh kem trà xanh gồm Linh Ngọc Đàm, Xoài Non và vợ chồng Thanh Trần đồng loạt xin lỗi. Hội hóng hớt còn gọi vui rằng đây chính là ngày hội xin lỗi của năm 2021. Điều đáng nói là không hề bàn đúng sai hay giải thích nội tình, những gương mặt này chỉ xin lỗi vì đã lên tiếng dù không phải chuyện của mình. - Tin đồn một nữ tân binh Vbiz sinh con với chủ tịchNgày 21/11, cõi mạng rộ tin đồn 1 nữ tân binh Vbiz đã bí mật sinh con cho Chủ tịch. Không hiểu kiểu gì mà sau một hồi đoán già đoán non, dân tình lại tràn vào trang cá nhân của Hải Tú - ""gà cưng"" nhà Sơn Tùng M-TP và để lại vô số bình luận. - Ai tên Trâm qua shop giảm giá, tên Tú không bán! - vợ Phan Mạnh QuỳnhCuối tháng 11, vợ Phan Mạnh Quỳnh - Huỳnh Khánh Vy khiến hội hóng hớt nhấp nhổm hướng về drama ""trà xanh"" khi đăng status: ""Mai ai tên Trâm qua shop mua hàng giảm giá nhé"" đồng thời tuyên bố thêm rằng sẽ không bán cho người tên Tú. Khi được netizen góp ý biết thực hư ra sao, Khánh Vy còn khẳng định ""có cơ sở mới dám đăng"" như vậy. Lời nói chắc như đinh đóng cột của vợ Phan Mạnh Quỳnh càng khiến netizen tò mò, vừa gọi tên Hải Tú vừa thắc mắc rốt cuộc cơ sở này là gì.Tháng 12 - Câu chuyện ghi credit và bức ảnh nghi là Hải Tú khoác tay Sơn Tùng xuống phốDù có cả MV comeback hoành tráng nhưng đến tận tháng 12, tên Hải Tú vẫn bị gọi ời ời. Cụ thể là khi cùng up ảnh chụp tạp chí, cả Sơn Tùng lẫn nữ diễn viên độc quyền đều không ghi credit ekip hỗ trợ, bao gồm Giám đốc sáng tạo, nhiếp ảnh, stylist... Ngoài ra netizen còn phát hiện Sơn Tùng đã chỉnh màu ảnh tạp chí để đăng lại trên Instagram cá nhân của mình. Về vấn đề ghi credit và chỉnh ảnh, một số người trong ngành đã đăng story, status bày tỏ sự không đồng tình còn dân mạng lại tranh cãi lần thứ n + 1 về 2 nhân vật này. 				 				 			 				 				 			 Ảnh bìa tạp chí của Sơn Tùng và Hải Tú mới đâyVà mới nhất là khoảnh khắc được cho là Hải Tú khoác tay Sơn Tùng xuống phố. Chỉ với vài điểm trùng hợp nhưng bức ảnh được lan truyền khắp nơi và netizen tiếp tục buông những nhận xét khó nghe về dáng dấp, ngoại hình của Hải Tú. Tuy nhiên sau đó không lâu, chủ nhân bức ảnh đã lên tiếng, khẳng định đây không phải là Sơn Tùng và Hải Tú.Khoảnh khắc được cho là Chủ tịch và nữ diễn viên độc quyềnKhoan, lần này dừng lại khoảng chừng 2s thật. Ngoài những thị phi nổi cộm nói trên, trong suốt 1 năm qua, hàng loạt bộ ảnh táo bạo, bao gồm cả nude lẫn bán nude của Hải Tú bị đào lại và lan truyền khắp nơi. Đáng lên án hơn nữa, đi kèm theo đó là bình luận khiếm nhã, mỉa mai, chế giễu nữ diễn viên. 				 				 			 				 				 			 Những bộ ảnh táo bạo của Hải Tú từng bị dân mạng đào lạiNhìn lại mới thấy Hải Tú đã trải qua một ""năm tuổi"" sóng gió thật sự!Ảnh: Tổng hợp https://kenh14.vn/hai-tu-va-nam-tuoi-song-gio-khung-khiep-thang-1-dinh-scandal-to-nhat-su-nghiep-thang-12-van-khong-yen-than-du-tinh-comeback-hoanh-trang-20211227201339573.chn Theo Pháp luật &amp; Bạn đọc Copy link Link bài gốc Lấy link admicroAD.unit.push(function () { admicroAD.show('admzonek1fs8he0') }); Thêm bức ảnh chứng minh độ giống nhau của Hải Tú và Sơn Tùng: Không biết nên gọi là ""tướng phu thê"" hay sinh đôi nhỉ? ","00:01 28/12/2021"
